Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
1,2,1,45.0,0,0,13.5,1,1,13.5,False,True,False,False,True,False
1,1,0,42.0,0,0,26.2875,1,1,26.2875,False,True,False,False,True,False
1,1,1,22.0,0,0,151.55,1,1,151.55,False,True,False,True,False,False
1,3,0,25.0,1,1,15.2458,3,0,5.081933333333333,False,False,False,True,False,False
1,1,1,24.0,0,0,49.5042,1,1,49.5042,False,False,False,True,False,False
0,1,0,40.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
1,1,0,48.0,1,0,52.0,2,0,26.0,False,True,False,False,True,False
0,3,0,29.0,0,0,9.4833,1,1,9.4833,False,True,False,True,False,False
0,2,0,52.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
0,3,0,19.0,0,0,7.65,1,1,7.65,False,True,False,True,False,False
1,1,1,38.0,0,0,227.525,1,1,227.525,False,False,False,False,True,False
1,2,1,27.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
0,3,0,25.0,0,0,15.5,1,1,15.5,True,False,False,True,False,False
0,3,0,33.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
1,2,1,6.0,0,1,33.0,2,0,16.5,False,True,False,False,False,False
0,3,0,17.0,1,0,7.0542,2,0,3.5271,False,True,True,False,False,False
0,2,0,34.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,2,0,50.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
1,1,0,27.0,1,0,53.1,2,0,26.55,False,True,False,True,False,False
0,3,0,20.0,0,0,8.6625,1,1,8.6625,False,True,False,True,False,False
1,2,1,30.0,3,0,21.0,4,0,5.25,False,True,False,True,False,False
1,3,1,21.5,0,0,7.7375,1,1,7.7375,True,False,False,True,False,False
0,2,0,25.0,1,0,26.0,2,0,13.0,False,True,False,True,False,False
0,3,1,25.0,1,0,7.925,2,0,3.9625,False,True,False,True,False,False
1,1,1,29.0,0,0,211.3375,1,1,211.3375,False,True,False,True,False,False
0,3,0,11.0,0,0,18.7875,1,1,18.7875,False,False,False,False,False,False
0,2,0,30.0,0,0,0.0,1,1,0.0,False,True,False,True,False,False
0,2,0,23.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,2,0,23.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,3,0,28.5,0,0,16.1,1,1,16.1,False,True,False,True,False,False
0,3,1,48.0,1,3,34.375,5,0,6.875,False,True,False,False,True,False
1,1,0,35.0,0,0,512.3292,1,1,512.3292,False,False,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,0,40.0,0,0,30.0,1,1,30.0,False,True,False,False,True,False
0,1,0,36.0,1,0,78.85,2,0,39.425,False,True,False,False,True,False
1,1,1,21.0,2,2,262.375,5,0,52.475,False,False,False,True,False,False
0,3,0,24.0,1,0,16.1,2,0,8.05,False,True,False,True,False,False
1,3,0,31.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
0,1,0,70.0,1,1,71.0,3,0,23.666666666666668,False,True,False,False,False,True
0,3,0,16.0,1,1,20.25,3,0,6.75,False,True,True,False,False,False
1,2,1,30.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,1,0,19.0,1,0,53.1,2,0,26.55,False,True,False,True,False,False
0,3,0,31.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,2,1,4.0,1,1,23.0,3,0,7.666666666666667,False,True,False,False,False,False
1,3,0,6.0,0,1,12.475,2,0,6.2375,False,True,False,False,False,False
0,3,0,33.0,0,0,9.5,1,1,9.5,False,True,False,True,False,False
0,3,0,23.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,2,1,48.0,1,2,65.0,4,0,16.25,False,True,False,False,True,False
1,2,0,0.67,1,1,14.5,3,0,4.833333333333333,False,True,False,False,False,False
0,3,0,28.0,0,0,7.7958,1,1,7.7958,False,True,False,True,False,False
0,2,0,18.0,0,0,11.5,1,1,11.5,False,True,True,False,False,False
0,3,0,34.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,1,1,33.0,0,0,86.5,1,1,86.5,False,True,False,True,False,False
0,3,0,25.0,0,0,14.5,1,1,14.5,False,True,False,True,False,False
0,3,0,41.0,0,0,7.125,1,1,7.125,False,True,False,False,True,False
1,3,0,20.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
1,1,1,36.0,1,2,120.0,4,0,30.0,False,True,False,False,True,False
0,3,0,16.0,0,0,7.775,1,1,7.775,False,True,True,False,False,False
1,1,1,51.0,1,0,77.9583,2,0,38.97915,False,True,False,False,True,False
0,1,0,40.0,0,0,39.6,1,1,39.6,False,False,False,False,True,False
0,3,1,30.5,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,0,25.0,1,0,24.15,2,0,12.075,True,False,False,True,False,False
0,3,0,32.0,0,0,8.3625,1,1,8.3625,False,True,False,True,False,False
0,3,0,24.0,0,0,9.5,1,1,9.5,False,True,False,True,False,False
0,3,0,48.0,0,0,7.8542,1,1,7.8542,False,True,False,False,True,False
0,2,1,57.0,0,0,10.5,1,1,10.5,False,True,False,False,True,False
0,3,0,25.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
1,2,1,54.0,1,3,23.0,5,0,4.6,False,True,False,False,True,False
0,3,0,18.0,0,0,7.75,1,1,7.75,False,True,True,False,False,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,3,1,5.0,0,0,12.475,1,1,12.475,False,True,False,False,False,False
0,3,0,25.0,0,0,7.7375,1,1,7.7375,True,False,False,True,False,False
1,1,1,43.0,0,1,211.3375,2,0,105.66875,False,True,False,False,True,False
1,3,1,13.0,0,0,7.2292,1,1,7.2292,False,False,True,False,False,False
1,1,1,17.0,1,0,57.0,2,0,28.5,False,True,True,False,False,False
0,1,0,29.0,0,0,30.0,1,1,30.0,False,True,False,True,False,False
0,3,0,25.0,1,2,23.45,4,0,5.8625,False,True,False,True,False,False
0,3,0,25.0,0,0,7.05,1,1,7.05,False,True,False,True,False,False
0,3,0,25.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
1,3,1,18.0,0,0,7.4958,1,1,7.4958,False,True,True,False,False,False
0,3,0,8.0,4,1,29.125,6,0,4.854166666666667,True,False,False,False,False,False
1,3,0,1.0,1,2,20.575,4,0,5.14375,False,True,False,False,False,False
0,1,0,46.0,0,0,79.2,1,1,79.2,False,False,False,False,True,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,2,0,16.0,0,0,26.0,1,1,26.0,False,True,True,False,False,False
0,3,1,21.5,8,2,69.55,11,0,6.322727272727272,False,True,False,True,False,False
0,1,0,40.0,0,0,30.6958,1,1,30.6958,False,False,False,False,True,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,2,0,39.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
1,1,1,49.0,0,0,25.9292,1,1,25.9292,False,True,False,False,True,False
1,3,1,31.0,0,0,8.6833,1,1,8.6833,False,True,False,True,False,False
0,3,0,30.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
0,3,1,30.0,1,1,24.15,3,0,8.049999999999999,False,True,False,True,False,False
0,2,0,34.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
1,2,1,31.0,1,1,26.25,3,0,8.75,False,True,False,True,False,False
1,1,0,11.0,1,2,120.0,4,0,30.0,False,True,False,False,False,False
1,3,0,0.42,0,1,8.5167,2,0,4.25835,False,False,False,False,False,False
1,3,0,27.0,0,0,6.975,1,1,6.975,False,True,False,True,False,False
0,3,0,31.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
0,1,0,39.0,0,0,0.0,1,1,0.0,False,True,False,False,True,False
0,3,1,18.0,0,0,7.775,1,1,7.775,False,True,True,False,False,False
0,2,0,39.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
1,1,1,33.0,1,0,53.1,2,0,26.55,False,True,False,True,False,False
0,3,0,26.0,0,0,7.8875,1,1,7.8875,False,True,False,True,False,False
0,3,0,39.0,0,0,24.15,1,1,24.15,False,True,False,False,True,False
0,2,0,35.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
0,3,1,6.0,4,2,31.275,7,0,4.4678571428571425,False,True,False,False,False,False
0,3,0,30.5,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,1,0,40.0,0,0,0.0,1,1,0.0,False,True,False,False,True,False
0,3,1,23.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
0,2,0,31.0,1,1,37.0042,3,0,12.334733333333332,False,False,False,True,False,False
0,3,0,43.0,0,0,6.45,1,1,6.45,False,True,False,False,True,False
0,3,0,10.0,3,2,27.9,6,0,4.6499999999999995,False,True,False,False,False,False
1,1,1,52.0,1,1,93.5,3,0,31.166666666666668,False,True,False,False,True,False
1,3,0,27.0,0,0,8.6625,1,1,8.6625,False,True,False,True,False,False
0,1,0,38.0,0,0,0.0,1,1,0.0,False,True,False,False,True,False
1,3,1,27.0,0,1,12.475,2,0,6.2375,False,True,False,True,False,False
0,3,0,2.0,4,1,39.6875,6,0,6.614583333333333,False,True,False,False,False,False
0,3,0,25.0,0,0,6.95,1,1,6.95,True,False,False,True,False,False
0,3,0,25.0,0,0,56.4958,1,1,56.4958,False,True,False,True,False,False
1,2,0,1.0,0,2,37.0042,3,0,12.334733333333332,False,False,False,False,False,False
1,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,1,1,62.0,0,0,80.0,1,1,80.0,False,True,False,False,False,True
1,3,1,15.0,1,0,14.4542,2,0,7.2271,False,False,True,False,False,False
1,2,0,0.83,1,1,18.75,3,0,6.25,False,True,False,False,False,False
0,3,0,25.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
0,3,0,23.0,0,0,7.8542,1,1,7.8542,False,True,False,True,False,False
0,3,0,18.0,0,0,8.3,1,1,8.3,False,True,True,False,False,False
1,1,1,39.0,1,1,83.1583,3,0,27.71943333333333,False,False,False,False,True,False
0,3,0,21.0,0,0,8.6625,1,1,8.6625,False,True,False,True,False,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,3,0,32.0,0,0,56.4958,1,1,56.4958,False,True,False,True,False,False
1,1,0,40.0,0,0,29.7,1,1,29.7,False,False,False,False,True,False
0,3,0,20.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
0,2,0,16.0,0,0,10.5,1,1,10.5,False,True,True,False,False,False
1,1,1,30.0,0,0,31.0,1,1,31.0,False,False,False,True,False,False
0,3,0,34.5,0,0,6.4375,1,1,6.4375,False,False,False,True,False,False
0,3,0,17.0,0,0,8.6625,1,1,8.6625,False,True,True,False,False,False
0,3,0,42.0,0,0,7.55,1,1,7.55,False,True,False,False,True,False
0,3,0,25.0,8,2,69.55,11,0,6.322727272727272,False,True,False,True,False,False
0,3,0,35.0,0,0,7.8958,1,1,7.8958,False,False,False,True,False,False
0,2,0,28.0,0,1,33.0,2,0,16.5,False,True,False,True,False,False
1,1,1,35.0,1,0,89.1042,2,0,44.5521,False,False,False,True,False,False
0,3,0,4.0,4,2,31.275,7,0,4.4678571428571425,False,True,False,False,False,False
0,3,0,74.0,0,0,7.775,1,1,7.775,False,True,False,False,False,True
0,3,1,9.0,1,1,15.2458,3,0,5.081933333333333,False,False,False,False,False,False
1,1,1,16.0,0,1,39.4,2,0,19.7,False,True,True,False,False,False
0,2,1,44.0,1,0,26.0,2,0,13.0,False,True,False,False,True,False
1,3,1,18.0,0,1,9.35,2,0,4.675,False,True,True,False,False,False
1,1,1,45.0,1,1,164.8667,3,0,54.95556666666667,False,True,False,False,True,False
1,1,0,51.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
1,3,1,24.0,0,3,19.2583,4,0,4.814575,False,False,False,True,False,False
0,3,0,25.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
0,3,0,41.0,2,0,14.1083,3,0,4.702766666666666,False,True,False,False,True,False
0,2,0,21.0,1,0,11.5,2,0,5.75,False,True,False,True,False,False
1,1,1,48.0,0,0,25.9292,1,1,25.9292,False,True,False,False,True,False
0,3,1,21.5,8,2,69.55,11,0,6.322727272727272,False,True,False,True,False,False
0,2,0,24.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
1,2,1,42.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
1,2,1,27.0,1,0,13.8583,2,0,6.92915,False,False,False,True,False,False
0,1,0,31.0,0,0,50.4958,1,1,50.4958,False,True,False,True,False,False
0,3,0,25.0,0,0,9.5,1,1,9.5,False,True,False,True,False,False
1,3,0,4.0,1,1,11.1333,3,0,3.7111,False,True,False,False,False,False
0,3,0,26.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,1,47.0,1,1,52.5542,3,0,17.518066666666666,False,True,False,False,True,False
0,1,0,33.0,0,0,5.0,1,1,5.0,False,True,False,True,False,False
0,3,0,47.0,0,0,9.0,1,1,9.0,False,True,False,False,True,False
1,2,1,28.0,1,0,24.0,2,0,12.0,False,False,False,True,False,False
1,3,1,15.0,0,0,7.225,1,1,7.225,False,False,True,False,False,False
0,3,0,20.0,0,0,9.8458,1,1,9.8458,False,True,False,True,False,False
0,3,0,19.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,1,56.0,0,1,83.1583,2,0,41.57915,False,False,False,False,True,False
1,2,1,25.0,0,1,26.0,2,0,13.0,False,True,False,True,False,False
0,3,0,33.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,1,22.0,0,0,10.5167,1,1,10.5167,False,True,False,True,False,False
0,2,0,28.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
0,3,0,25.0,0,0,7.05,1,1,7.05,False,True,False,True,False,False
0,3,1,39.0,0,5,29.125,6,0,4.854166666666667,True,False,False,False,True,False
0,2,0,27.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
1,1,1,19.0,0,0,30.0,1,1,30.0,False,True,False,True,False,False
0,3,1,21.5,1,2,23.45,4,0,5.8625,False,True,False,True,False,False
1,1,0,26.0,0,0,30.0,1,1,30.0,False,False,False,True,False,False
0,3,0,32.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
